bauwerksnr,zustandsnote,zustandsklasse,geo_e,geo_n
5123704-1,1.6,gut,540888.16,5632037.704
5123704-2,1.6,gut,540888.16,5632037.704
5123717-0,2.0,befriedigend,544921.889,5633194.263
5123728-1,2.3,befriedigend,544114.216,5632745.909
5123728-2,2.0,befriedigend,544114.216,5632745.909
5124509-0,2.5,ausreichend,551582.951,5629112.668
5124512-1,2.3,befriedigend,550778.754,5634996.174
5124512-2,2.9,ausreichend,550778.754,5634996.174
5124513-0,2.8,ausreichend,550992.388,5637056.734
5124514-0,2.3,befriedigend,550983.166,5637142.489
5124516-0,2.9,ausreichend,550208.245,5635441.582
5124517-0,2.7,ausreichend,550146.919,5635598.933
5124519-0,3.0,nicht ausreichend,548228.911,5633343.88
5124520-A1,3.0,nicht ausreichend,550191.553,5635230.143
5124520-A2,3.3,nicht ausreichend,550191.553,5635230.143
5124520-A3,2.9,ausreichend,550178.81,5635214.736
5124520-A4,2.5,ausreichend,550182.386,5635194.15
5124520-B1,2.9,ausreichend,550355.886,5635158.417
5124520-B2,3.3,nicht ausreichend,550355.886,5635158.417
5124527-0,2.3,befriedigend,555168.966,5635086.164
5124528-0,2.9,ausreichend,556957.352,5634144.816
5124532-0,2.9,ausreichend,549615.184,5635797.029
5124541-0,2.8,ausreichend,552924.307,5634025.696
5124547-0,3.5,ungenŸgend,557860.947,5637707.957
5124550-0,2.3,befriedigend,555361.05,5635536.778
5124551-0,3.0,nicht ausreichend,555348.877,5635395.384
5124552-0,2.7,ausreichend,555255.531,5635185.749
5124553-0,2.1,befriedigend,551668.393,5634056.992
5124556-0,1.8,gut,550248.163,5633740.897
5124557-0,2.5,ausreichend,549925.03,5633731.576
5124558-0,2.0,befriedigend,549504.74,5633721.93
5124559-0,3.0,nicht ausreichend,548947.546,5633577.854
5124560-1,2.2,befriedigend,548758.412,5633518.583
5124560-2,2.2,befriedigend,548758.412,5633518.583
5124561-0,2.0,befriedigend,547634.058,5633055.469
5124562-0,2.0,befriedigend,547178.274,5632946.069
5124587-0,2.0,befriedigend,548662.669,5633945.586
5124588-A,2.8,ausreichend,549376.211,5634079.631
5124588-B,2.8,ausreichend,549445.97,5634114.718
5124589-0,2.0,befriedigend,549968.131,5634554.277
5124590-0,2.5,ausreichend,550091.202,5634517.748
5124591-0,2.9,ausreichend,550260.931,5634672.056
5124592-0,2.9,ausreichend,550537.83,5634717.944
5124593-1,2.3,befriedigend,549568.728,5633724.832
5124593-2,2.3,befriedigend,549568.728,5633724.832
5124649-0,2.2,befriedigend,550847.533,5634829.609
5124652-1,3.0,nicht ausreichend,551361.131,5635144.118
5124652-2,2.8,ausreichend,551361.131,5635144.118
5124653-0,2.0,befriedigend,551660.486,5635347.911
5124662-0,2.5,ausreichend,552207.094,5635394.768
5124685-1,1.6,gut,550624.114,5633758.366
5124685-2,2.0,befriedigend,550624.114,5633758.366
5124686-1,1.5,gut,550851.837,5633773.505
5124686-2,1.7,gut,550851.837,5633773.505
5124687-1,1.2,sehr gut,550375.075,5633748.288
5124687-2,1.7,gut,550375.075,5633748.288
5124704-1,1.8,gut,551015.574,5633783.133
5124704-2,1.7,gut,551015.574,5633783.133
5124710-0,1.9,gut,547725.587,5636931.047
5124711-0,2.0,befriedigend,547881.491,5632710.752
5124721-0,2.2,befriedigend,550888.646,5634802.269
5124735-0,1.1,sehr gut,546962.216,5631428.036
5125509-0,3.0,nicht ausreichend,567381.587,5633459.409
5125513-0,2.8,ausreichend,569470.717,5632501.516
5125515-0,2.7,ausreichend,569653.748,5632498.625
5125556-1,3.0,nicht ausreichend,560147.125,5638451.093
5125556-2,2.2,befriedigend,560147.125,5638451.093
5125557-0,2.7,ausreichend,559899.957,5638075.915
5125563-2,2.5,ausreichend,560690.576,5637647.393
5125564-0,2.4,befriedigend,560504.333,5637921.634
5125575-0,2.4,befriedigend,561132.69,5637161.668
5125576-0,2.8,ausreichend,562413.805,5636715.601
5125620-0,2.8,ausreichend,559841.275,5636749.545
5125621-A,2.7,ausreichend,560008.44,5636760.809
5125622-0,2.2,befriedigend,560373.818,5636767.397
5125623-0,2.5,ausreichend,560950.903,5636984.485
5125635-0,2.0,befriedigend,564293.653,5634994.786
5125636-0,2.0,befriedigend,564342.119,5634983.144
5126730-0,2.3,befriedigend,576971.51,5633230.264
5126733-0,1.7,gut,576448.967,5632969.84
5126734-0,2.0,befriedigend,576431.287,5632909.877
5126735-0,1.8,gut,576392.391,5632777.959
5126736-0,1.8,gut,576364.025,5632717.895
5126737-0,1.1,sehr gut,576315.31,5632628.157
5126738-0,2.5,ausreichend,576197.109,5632440.5
5126739-0,2.8,ausreichend,576294.255,5632361.404
5126740-0,2.4,befriedigend,576146.138,5632419.534
5126748-0,2.4,befriedigend,571888.219,5631480.985
5126749-0,1.8,gut,571415.864,5630389.484
5127500-0,1.9,gut,590532.067,5634316.065
5127501-0,2.2,befriedigend,590252.347,5634635.915
5127503-0,2.5,ausreichend,590545.608,5631893.966
5127504-0,2.5,ausreichend,590436.579,5632440.304
5127505-0,1.6,gut,590442.479,5633450.851
5127560-0,1.8,gut,591509.355,5628376.761
5127562-0,2.0,befriedigend,591243.059,5629050.392
5127563-0,2.8,ausreichend,590408.45,5631677.588
5127570-0,2.8,ausreichend,584498.545,5629899.005
5127575-0,2.3,befriedigend,587955.986,5628950.449
5127581-0,2.2,befriedigend,585791.445,5628241.876
5127582-0,1.8,gut,585604.989,5628321.672
5127583-0,1.3,sehr gut,585179.866,5628602.127
5127584-0,2.4,befriedigend,593176.957,5628532.836
5127585-0,2.5,ausreichend,593149.042,5628632.846
5127586-0,1.5,gut,592442.657,5629343.725
5127587-0,2.2,befriedigend,592095.61,5629610.245
5127588-0,2.2,befriedigend,591949.732,5629722.093
5127589-0,2.5,ausreichend,591824.5,5629814.819
5127590-0,2.2,befriedigend,590982.879,5629849.543
5129530-0,2.4,befriedigend,616743.881,5632170.876
5129531-0,2.8,ausreichend,616142.096,5631946.465
5129532-0,2.2,befriedigend,613829.982,5634137.17
5129556-0,2.0,befriedigend,610824.089,5635298.025
5129557-0,2.4,befriedigend,606635.349,5639349.929
5129558-0,2.0,befriedigend,606606.577,5639352.978
5130540-1,2.3,befriedigend,628788.903,5637734.556
5130540-2,2.2,befriedigend,628788.903,5637734.556
5130541-1,1.9,gut,628250.631,5637778.184
5130541-2,2.1,befriedigend,628250.631,5637778.184
5130542-1,2.0,befriedigend,627730.284,5637820.691
5130542-2,1.9,gut,627730.284,5637820.691
5130543-1,2.1,befriedigend,627050.801,5637876.817
5130543-2,1.9,gut,627050.801,5637876.817
5130545-0,2.3,befriedigend,624888.671,5638556.11
5130546-1,2.2,befriedigend,624294.199,5638868.108
5130546-2,2.0,befriedigend,624294.199,5638868.108
5130547-1,2.0,befriedigend,623973.774,5639118.533
5130547-2,2.4,befriedigend,623973.774,5639118.533
5130555-0,2.9,ausreichend,621433.277,5631986.82
5130556-0,2.9,ausreichend,620856.309,5633611.261
5130557-0,2.7,ausreichend,620269.31,5634891.757
5130566-0,2.0,befriedigend,622160.993,5630445.878
5130571-0,1.4,sehr gut,622783.36,5630291.529
5130573-0,1.9,gut,622107.27,5630458.189
5130574-0,2.0,befriedigend,622679.802,5630327.656
5131520-1,2.0,befriedigend,638333.427,5640219.121
5131520-2,2.4,befriedigend,638333.427,5640219.121
5131521-1,2.0,befriedigend,638108.962,5640110.127
5131521-2,1.2,sehr gut,638073.154,5640116.552
5131521-3,1.8,gut,638073.154,5640116.552
5131522-1,2.0,befriedigend,635946.756,5639664.055
5131522-2,2.0,befriedigend,635946.756,5639664.055
5131523-1,1.7,gut,634427.502,5639763.689
5131523-2,2.0,befriedigend,634427.502,5639763.689
5131524-1,2.0,befriedigend,633719.813,5639672.905
5131524-2,2.0,befriedigend,633719.813,5639672.905
5131525-1,2.2,befriedigend,633485.481,5639620.128
5131525-2,2.2,befriedigend,633485.481,5639620.128
5131525-3,3.0,nicht ausreichend,633485.481,5639620.128
5131526-1,2.4,befriedigend,633342.161,5639581.54
5131526-2,2.3,befriedigend,633342.161,5639581.54
5131527-1,2.0,befriedigend,632927.677,5639509.088
5131527-2,2.3,befriedigend,632927.677,5639509.088
5131528-1,2.0,befriedigend,632095.1,5639345.767
5131528-2,2.3,befriedigend,632095.1,5639345.767
5131529-1,2.0,befriedigend,630626.757,5638404.29
5131529-2,2.2,befriedigend,630626.757,5638404.29
5131530-1,1.9,gut,629934.648,5637888.07
5131530-2,2.0,befriedigend,629934.648,5637888.07
5131563-1,2.2,befriedigend,637551.308,5639888.202
5131563-2,2.2,befriedigend,637531.976,5639896.19
5131563-3,2.2,befriedigend,637531.976,5639896.19
5131563-4,2.2,befriedigend,637512.58,5639904.201
5131564-0,2.0,befriedigend,638035.352,5639797.597
5131566-1,2.5,ausreichend,638934.189,5639475.021
5131566-2,2.5,ausreichend,638934.189,5639475.021
5131567-1,2.2,befriedigend,639417.252,5638873.752
5131567-2,2.5,ausreichend,639417.252,5638873.752
5131568-1,2.4,befriedigend,640097.189,5637736.804
5131568-2,2.0,befriedigend,640097.189,5637736.804
5131569-0,2.5,ausreichend,640435.875,5637183.998
5132530-0,2.0,befriedigend,640997.528,5636240.133
5132531-1,2.2,befriedigend,641412.825,5635284.497
5132531-2,2.5,ausreichend,641412.825,5635284.497
5132534-0,2.4,befriedigend,641579.154,5633983.641
5132536-1,2.2,befriedigend,641243.766,5632333.061
5132536-2,2.0,befriedigend,641243.766,5632333.061
5132537-1,2.0,befriedigend,641187.229,5632123.67
5132537-2,2.3,befriedigend,641187.229,5632123.67
5132538-0,2.2,befriedigend,640834.157,5630522.002
5133510-0,2.3,befriedigend,658802.023,5637984.54
5133511-0,2.0,befriedigend,655391.261,5636598.997
5133512-0,2.4,befriedigend,654756.329,5635533.483
5133513-0,2.5,ausreichend,653683.876,5631514.163
5133514-0,2.7,ausreichend,653235.865,5631049.454
5133515-0,2.7,ausreichend,652818.956,5630399.911
5133516-0,2.0,befriedigend,652749.999,5630297.105
5133517-0,2.4,befriedigend,652695.347,5630266.334
5133522-0,2.5,ausreichend,663309.977,5639414.281
5133523-0,2.5,ausreichend,661862.709,5640441.902
5133524-0,2.7,ausreichend,660873.736,5640935.576
5133527-0,2.5,ausreichend,660658.57,5640970.764
5133536-0,2.3,befriedigend,660541.434,5641031.071
5134525-0,2.4,befriedigend,664831.099,5636220.464
5135530-1,1.9,gut,686957.313,5639432.747
5135530-2,1.3,sehr gut,686957.313,5639432.747
5135532-1,2.7,ausreichend,685577.624,5639453.58
5135532-2,2.2,befriedigend,685577.624,5639453.58
5135533-0,1.2,sehr gut,684994.652,5639564.714
5135534-0,2.3,befriedigend,684280.305,5639717.811
5135536-1,2.5,ausreichend,682935.56,5639176.682
5135536-2,1.5,gut,682935.56,5639176.682
5135551-0,3.0,nicht ausreichend,682562.754,5634786.726
5135552-0,2.0,befriedigend,682124.566,5633523.511
5135573-1,1.2,sehr gut,683754.169,5639771.471
5135573-2,1.8,gut,683754.169,5639771.471
5135574-1,1.8,gut,683241.049,5639473.959
5135574-2,1.9,gut,683241.049,5639473.959
5135593-1,1.7,gut,682863.895,5637620.575
5135613-0,1.2,sehr gut,682778.031,5638693.366
5135614-0,1.2,sehr gut,682775.472,5638633.276
5135615-0,1.2,sehr gut,682794.63,5638283.567
5136520-1,1.9,gut,698159.475,5639962.497
5136520-2,2.3,befriedigend,698159.475,5639962.497
5136521-1,1.8,gut,696799.75,5639658.444
5136521-2,1.3,sehr gut,696799.75,5639658.444
5136522-1,2.3,befriedigend,695386.084,5638917.861
5136522-2,2.3,befriedigend,695386.084,5638917.861
5136524-1,2.0,befriedigend,694504.998,5638605.632
5136524-2,1.7,gut,694504.998,5638605.632
5136525-1,2.2,befriedigend,694079.84,5638451.466
5136525-2,2.1,befriedigend,694079.84,5638451.466
5136526-1,1.9,gut,694039.196,5638440.739
5136526-2,1.6,gut,694039.196,5638440.739
5136527-1,2.5,ausreichend,692478.343,5638895.614
5136527-2,2.4,befriedigend,692478.343,5638895.614
5136528-0,2.4,befriedigend,691901.677,5639260.428
5136529-1,2.0,befriedigend,691598.738,5639305.106
5136529-2,2.0,befriedigend,691598.738,5639305.106
5136530-1,1.3,sehr gut,690896.278,5639371.541
5136530-2,2.0,befriedigend,690896.278,5639371.541
5136531-1,2.8,ausreichend,690184.031,5639440.705
5136531-2,2.8,ausreichend,690184.031,5639440.705
5136532-1,2.0,befriedigend,689670.426,5639494.612
5136532-2,1.9,gut,689670.426,5639494.612
5136533-1,1.9,gut,687873.743,5639639.38
5136533-2,1.8,gut,687873.743,5639639.38
5136553-0,3.0,nicht ausreichend,693098.457,5638505.998
5136565-0,2.5,ausreichend,687899.694,5639640.73
5137501-0,2.7,ausreichend,709498.728,5642639.476
5137502-1,1.8,gut,708446.653,5642144.337
5137502-2,1.8,gut,708446.653,5642144.337
5137503-1,1.3,sehr gut,707865.797,5641819.966
5137503-2,1.4,sehr gut,707865.797,5641819.966
5137504-1,1.8,gut,706936.675,5641580.762
5137504-2,1.4,sehr gut,706936.675,5641580.762
5137505-1,1.4,sehr gut,704229.197,5641939.658
5137505-2,1.7,gut,704229.197,5641939.658
5137506-1,2.0,befriedigend,703997.589,5641949.819
5137506-2,2.0,befriedigend,703997.589,5641949.819
5137507-0,1.7,gut,702949.582,5641934.425
5137508-1,2.4,befriedigend,702200.452,5641509.556
5137508-2,2.2,befriedigend,702200.452,5641509.556
5137509-1,1.4,sehr gut,701781.721,5641115.381
5137509-2,1.4,sehr gut,701781.721,5641115.381
5137510-2,1.9,gut,701266.014,5640678.396
5137511-1,2.9,ausreichend,700469.18,5640416.809
5137511-2,2.8,ausreichend,700469.18,5640416.809
5137512-1,2.5,ausreichend,700225.98,5640367.363
5137512-2,2.4,befriedigend,700225.98,5640367.363
5137513-1,2.0,befriedigend,699225.084,5640139.556
5137513-2,1.9,gut,699225.084,5640139.556
5137514-1,1.8,gut,699957.735,5642366.899
5137514-2,1.9,gut,699957.735,5642366.899
5137515-0,1.9,gut,700075.242,5641405.772
5137516-1,2.5,ausreichend,700350.114,5639877.073
5137516-2,2.5,ausreichend,700308.599,5639853.314
5137516-3,2.5,ausreichend,700308.599,5639853.314
5137516-4,2.4,befriedigend,700298.682,5639866.843
5137517-0,2.7,ausreichend,700705.332,5638473.064
5137518-0,1.8,gut,700917.857,5637796.269
5137519-1,1.3,sehr gut,701402.935,5636722.048
5137519-2,1.3,sehr gut,701402.935,5636722.048
5137520-1,1.2,sehr gut,701788.726,5636029.556
5137520-2,1.3,sehr gut,701788.726,5636029.556
5137521-1,2.0,befriedigend,702425.466,5635271.49
5137521-2,1.7,gut,702425.466,5635271.49
5137522-1,2.2,befriedigend,702903.252,5634458.021
5137522-2,2.3,befriedigend,702903.252,5634458.021
5137523-1,1.2,sehr gut,703101.861,5633966.908
5137523-2,1.3,sehr gut,703101.861,5633966.908
5137536-1,2.7,ausreichend,700481.723,5640328.772
5137538-1,2.8,ausreichend,700311.227,5639838.728
5137538-2,2.8,ausreichend,700311.227,5639838.728
5137568-0,2.0,befriedigend,703999.396,5632287.827
5137572-0,1.8,gut,706024.329,5632023.96
5138541-0,2.5,ausreichend,716521.434,5633644.905
5138568-0,2.0,befriedigend,722062.67,5641360.22
5138569-1,1.3,sehr gut,721746.113,5641701.637
5138569-2,1.9,gut,721746.113,5641701.637
5138570-0,2.5,ausreichend,721612.309,5641864.258
5138571-1,1.1,sehr gut,720655.601,5642986.629
5138571-2,1.1,sehr gut,720655.601,5642986.629
5138587-0,1.4,sehr gut,719429.05,5643040.133
5138588-0,1.2,sehr gut,719382.072,5642997.864
5138589-0,1.2,sehr gut,719163.605,5642861.637
5138590-1,1.8,gut,718886.979,5642514.044
5138590-2,2.3,befriedigend,718886.979,5642514.044
5138592-0,1.4,sehr gut,718894.956,5642079.487
5138593-0,1.0,sehr gut,716508.133,5633665.793
5138594-0,2.3,befriedigend,719318.69,5640427.109
5139550-1,1.7,gut,734145.135,5638813.962
5139550-2,1.1,sehr gut,734145.135,5638813.962
5139552-1,1.6,gut,733255.575,5639218.351
5139552-2,1.2,sehr gut,733255.575,5639218.351
5139553-1,1.7,gut,732442.574,5639538.059
5139553-2,1.7,gut,732442.574,5639538.059
5139554-0,1.2,sehr gut,731310.873,5639773.285
5139555-1,1.7,gut,730049.219,5640121.529
5139555-2,1.7,gut,730049.219,5640121.529
5139556-1,2.0,befriedigend,729461.21,5640326.705
5139556-2,2.3,befriedigend,729461.21,5640326.705
5139557-1,1.8,gut,729283.173,5640373.673
5139557-2,2.0,befriedigend,729286.162,5640373.38
5139558-1,1.7,gut,729133.725,5640388.291
5139558-2,1.3,sehr gut,729133.725,5640388.291
5139559-1,2.5,ausreichend,728311.997,5640440.649
5139559-2,1.1,sehr gut,728311.997,5640440.649
5139560-1,1.9,gut,727510.878,5640473.711
5139560-2,1.8,gut,727510.878,5640473.711
5139561-0,2.0,befriedigend,727076.639,5640487.448
5139562-1,2.3,befriedigend,726323.699,5640522.875
5139562-2,2.0,befriedigend,726323.699,5640522.875
5139563-1,1.7,gut,725973.572,5640553.827
5139563-2,1.8,gut,725973.572,5640553.827
5139565-1,1.8,gut,724169.332,5640756.271
5139565-2,1.2,sehr gut,724169.332,5640756.271
5139566-0,1.8,gut,723009.497,5640886.072
5139568-0,1.4,sehr gut,730838.164,5642396.017
5140532-0,1.5,gut,741929.863,5641704.581
5140533-0,1.3,sehr gut,742084.92,5642394.728
5140534-0,1.9,gut,741998.291,5642992.286
5140535-0,1.8,gut,742016.023,5643206.982
5140541-1,1.7,gut,735429.623,5637930.027
5140541-2,1.6,gut,735429.623,5637930.027
5140542-1,1.7,gut,734753.936,5638439.539
5140542-2,2.0,befriedigend,734753.936,5638439.539
5140555-0,1.9,gut,735519.974,5643760.103
5140560-0,2.3,befriedigend,735067.674,5643545.591
5140563-0,1.8,gut,734947.822,5643499.511
5140564-0,1.3,sehr gut,741955.18,5638925.691
5140565-0,2.4,befriedigend,742026.903,5639324.388
5140600-1,2.8,ausreichend,743457.552,5633315.343
5140600-2,2.8,ausreichend,743457.552,5633315.343
5140601-0,2.8,ausreichend,742998.407,5635084.904
5140602-1,2.2,befriedigend,742804.116,5636379.573
5140602-2,2.4,befriedigend,742804.116,5636379.573
5140603-1,2.9,ausreichend,742296.528,5637800.799
5140603-2,2.5,ausreichend,742296.528,5637800.799
5140605-0,2.7,ausreichend,745953.133,5635127.373
5140649-1,2.3,befriedigend,746035.271,5637556.984
5140649-2,1.9,gut,746043.153,5637563.262
5140650-1,2.0,befriedigend,744589.356,5636321.179
5140650-2,1.8,gut,744580.814,5636318.411
5140651-1,2.2,befriedigend,740416.514,5636624.511
5140651-2,1.9,gut,740418.266,5636623.523
5140701-1,2.2,befriedigend,745576.743,5637087.93
5140701-2,1.9,gut,745584.471,5637098.433
5140703-1,2.2,befriedigend,744334.948,5636238.908
5140703-2,2.2,befriedigend,744326.404,5636236.145
5140704-1,2.4,befriedigend,742887.093,5635969.02
5140704-2,2.3,befriedigend,742900.157,5635969.07
5140704-3,2.9,ausreichend,742912.174,5635969.31
5140704-4,2.4,befriedigend,742921.153,5635969.349
5140705-0,2.4,befriedigend,742657.871,5635972.884
5140706-1,1.7,gut,741875.774,5636015.225
5140706-2,2.0,befriedigend,741875.774,5636015.225
5140708-1,1.9,gut,740771.183,5636428.505
5140708-2,1.9,gut,740767.679,5636430.48
5140710-1,2.3,befriedigend,738981.603,5636857.491
5140710-2,2.3,befriedigend,738981.603,5636857.491
5140711-1,2.0,befriedigend,737353.316,5636993.475
5140711-2,2.3,befriedigend,737353.316,5636993.475
5141600-0,3.5,ungenŸgend,755434.294,5644503.801
5141601-0,1.9,gut,749481.026,5638169.264
5141605-0,3.9,ungenŸgend,747928.477,5635930.593
5141606-0,3.0,nicht ausreichend,756867.553,5636633.905
5141607-0,3.5,ungenŸgend,753826.985,5641919.914
5141608-0,2.8,ausreichend,749332.722,5644112.205
5141690-1,2.2,befriedigend,746455.608,5637807.565
5141690-2,1.8,gut,746455.608,5637807.565
5141721-1,2.4,befriedigend,750465.495,5638476.452
5141721-2,2.4,befriedigend,750465.495,5638476.452
5141723-1,2.3,befriedigend,749639.444,5638002.675
5141723-2,2.4,befriedigend,749639.444,5638002.675
5141724-1,2.2,befriedigend,750023.916,5637363.744
5141724-2,2.2,befriedigend,750023.916,5637363.744
5141725-1,2.3,befriedigend,749454.548,5637060.485
5141725-2,2.4,befriedigend,749454.548,5637060.485
5141729-1,1.9,gut,752041.583,5638461.899
5141729-2,1.1,sehr gut,752028.323,5638466.392
5141730-0,1.8,gut,751302.175,5638546.772
5141731-1,1.8,gut,750884.282,5638505.733
5141731-2,1.6,gut,750888.268,5638506.069
5141732-1,2.5,ausreichend,749398.677,5638360.503
5141732-2,1.4,sehr gut,749410.497,5638362.821
5141733-0,1.9,gut,748172.766,5638113.723
5141734-1,2.3,befriedigend,747653.266,5638032.162
5141734-2,1.9,gut,747649.266,5638031.663
5141741-1,2.3,befriedigend,756884.559,5635991.58
5141741-2,2.2,befriedigend,756886.518,5635991.148
5141742-1,2.0,befriedigend,755316.974,5636572.491
5141742-2,1.8,gut,755319.781,5636571.432
5141743-1,2.0,befriedigend,754974.383,5636672.689
5141743-2,1.9,gut,754974.383,5636672.689
5141744-0,2.3,befriedigend,753657.113,5637183.828
5141745-1,1.8,gut,752668.218,5638143.002
5141745-2,1.9,gut,752668.218,5638143.002
5141840-0,2.4,befriedigend,752326.182,5641942.537
5141842-0,2.0,befriedigend,752412.205,5642468.453
5141845-0,2.0,befriedigend,752401.899,5642753.02
5142600-0,3.3,nicht ausreichend,769391.693,5635354.578
5142601-0,3.0,nicht ausreichend,769305.19,5635411.979
5142602-0,4.0,ungenŸgend,769056.417,5635569.924
5142626-1,2.3,befriedigend,767864.791,5639502.882
5142626-2,2.3,befriedigend,767864.791,5639502.882
5142658-0,2.3,befriedigend,768954.097,5640954.182
5142659-1,2.2,befriedigend,768467.734,5641621.481
5142659-2,2.0,befriedigend,768471.065,5641617.696
5142660-0,2.3,befriedigend,767773.73,5641987.51
5142661-0,1.3,sehr gut,767261.955,5642024.756
5142662-0,1.9,gut,766606.149,5642478.018
