bauwerksnr,zustandsnote,zustandsklasse,geo_e,geo_n,latitude,longitude
5007621-2,2.5,ausreichend,349360.672,5650019.197,50.982032485233724,6.853936029889516
5007622-1,2.1,befriedigend,349158.053,5649572.457,50.97796494239863,6.851237002566348
5007623-2,2.2,befriedigend,349097.508,5649319.505,50.97567600197145,6.850480173512409
5007625-1,2.9,ausreichend,349069.674,5647608.807,50.96029600742733,6.850793827243287
5007625-2,2.5,ausreichend,349069.674,5647608.807,50.96029600742733,6.850793827243287
5007631-1,2.3,befriedigend,348905.266,5645132.467,50.93799994446704,6.849482008453551
5007631-4,2.2,befriedigend,348905.266,5645132.467,50.93799994446704,6.849482008453551
5007631-5,2.3,befriedigend,348905.266,5645132.467,50.93799994446704,6.849482008453551
5007642-1,2.4,befriedigend,348401.636,5642863.564,50.91747887669865,6.843262760827591
5007642-2,2.5,ausreichend,348425.426,5642870.666,50.91754894612805,6.843598005670416
5007642-3,2.5,ausreichend,348425.426,5642870.666,50.91754894612805,6.843598005670416
5007642-4,2.4,befriedigend,348436.508,5642881.993,50.9176536440714,6.843750840146441
5007644-1,2.2,befriedigend,348539.106,5642581.372,50.914979121198755,6.845334177023224
5007644-2,2.2,befriedigend,348539.106,5642581.372,50.914979121198755,6.845334177023224
5007647-1,2.3,befriedigend,348647.733,5642241.998,50.91195790909061,6.847019100259951
5007647-2,2.9,ausreichend,348647.733,5642241.998,50.91195790909061,6.847019100259951
5007649-1,2.1,befriedigend,348270.766,5641044.299,50.90109610364883,6.8421586701088195
5007649-2,2.2,befriedigend,348270.766,5641044.299,50.90109610364883,6.8421586701088195
5007658-0,2.3,befriedigend,350230.602,5642697.051,50.9164600933714,6.869331836432382
5007659-0,2.1,befriedigend,350963.925,5642141.689,50.91165919512575,6.879983525563168
5007660-0,2.4,befriedigend,351344.677,5641856.181,50.90919166158618,6.8855120203487825
5007747-1,3.5,ungenŸgend,352020.543,5651612.121,50.9970369481838,6.891152998056958
5007747-2,3.5,ungenŸgend,351998.885,5651615.968,50.9970659490852,6.890843006926827
5007747-3,3.5,ungenŸgend,351998.885,5651615.968,50.9970659490852,6.890843006926827
5007747-4,3.4,nicht ausreichend,351979.464,5651616.583,50.997066480513524,6.890566189144795
5007749-1,2.9,ausreichend,352277.473,5651250.352,50.99385194845802,6.894959000161176
5007749-2,2.7,ausreichend,352277.473,5651250.352,50.99385194845802,6.894959000161176
5007752-0,2.4,befriedigend,352735.038,5650647.881,50.98855512122349,6.901718843844742
5007756-0,2.8,ausreichend,353684.564,5649157.32,50.97540222757149,6.915838470865426
5007760-1,2.6,ausreichend,353937.691,5648820.86,50.97244284944575,6.919576698819033
5007760-2,2.7,ausreichend,353911.108,5648818.353,50.97241357795137,6.919199340822142
5007761-1,2.7,ausreichend,353880.27,5648595.376,50.97040194863423,6.918850004525682
5007761-2,2.7,ausreichend,353880.27,5648595.376,50.97040194863423,6.918850004525682
5007762-1,2.6,ausreichend,354022.36,5648562.974,50.970146792301115,6.92088533967811
5007762-2,2.5,ausreichend,354004.27,5648585.642,50.970345916090146,6.92061877124699
5007765-0,2.2,befriedigend,354086.175,5648065.068,50.96568846485643,6.921993332852303
5007767-0,2.4,befriedigend,354245.554,5647799.79,50.963344850536906,6.9243677872246385
5007829-2,3.0,nicht ausreichend,358704.445,5640578.388,50.89955646333328,6.990622045515677
5007830-2,2.1,befriedigend,359159.042,5641145.582,50.9047649799985,6.9968638847326
5007836-0,2.2,befriedigend,348980.539,5646608.318,50.95128202857469,6.84994062254985
5008509-2,2.4,befriedigend,360594.393,5650234.225,50.98679467017546,7.013786305280021
5008512-2,2.4,befriedigend,361136.699,5649430.828,50.979705487409895,7.021814983319572
5008522-2,3.0,nicht ausreichend,361493.506,5648975.689,50.97570100292044,7.027068080325732
5008522-3,3.0,nicht ausreichend,361493.506,5648975.689,50.97570100292044,7.027068080325732
5008583-1,2.4,befriedigend,361355.588,5642419.854,50.91674893147839,7.027600584525487
5008583-2,3.3,nicht ausreichend,361342.021,5642416.435,50.916714944280926,7.027408997900935
5008583-3,3.4,nicht ausreichend,361342.021,5642416.435,50.916714944280926,7.027408997900935
5008583-4,2.5,ausreichend,361328.478,5642413.217,50.916682768985034,7.027217676371725
5008586-1,2.3,befriedigend,361734.676,5641938.995,50.91251824549008,7.033172443092197
5008586-2,2.3,befriedigend,361734.676,5641938.995,50.91251824549008,7.033172443092197
5008587-0,3.2,nicht ausreichend,362579.109,5641429.576,50.90814156666512,7.045368859327383
5008590-0,3.5,ungenŸgend,363419.798,5641325.07,50.90740184397836,7.057358290877337
5008591-0,2.9,ausreichend,363604.995,5641311.197,50.907320947861365,7.059996000393975
5008592-0,2.5,ausreichend,364000.422,5641240.06,50.90677489727262,7.0656434013005525
5008593-B,2.3,befriedigend,364787.865,5640665.633,50.90179716353579,7.077049403753721
5008594-0,2.4,befriedigend,364933.236,5640535.72,50.900663582938904,7.079163647057979
5008611-2,2.8,ausreichend,361880.465,5647384.2,50.9614908423632,7.033180930171124
5008613-B1,2.3,befriedigend,361755.378,5647955.333,50.96659375351475,7.031183794064636
5008613-B2,2.2,befriedigend,361755.378,5647955.333,50.96659375351475,7.031183794064636
5008632-2,2.3,befriedigend,359849.721,5641902.248,50.91173336415473,7.006390260831372
5008632-3,2.3,befriedigend,359849.721,5641902.248,50.91173336415473,7.006390260831372
5008634-0,2.3,befriedigend,360993.781,5642329.342,50.91584843827431,7.022491165141707
5008641-0,3.4,nicht ausreichend,362526.703,5642704.23,50.919584901748244,7.044143641512581
5008644-0,2.9,ausreichend,362848.745,5642783.993,50.920378399431975,7.0486925510037945
5008645-0,2.9,ausreichend,363599.276,5642960.785,50.92214521983786,7.059297977174275
5008646-0,2.4,befriedigend,361452.817,5646203.978,50.95078123733913,7.027544335716561
5008647-0,2.7,ausreichend,361675.875,5646260.905,50.95134642879509,7.030696311602789
5008650-0,2.4,befriedigend,362078.967,5646422.178,50.95289243292121,7.03637037697918
5008651-1,3.0,nicht ausreichend,362090.097,5646373.982,50.95246194492183,7.036546996912467
5008651-2,3.0,nicht ausreichend,362090.097,5646373.982,50.95246194492183,7.036546996912467
5008652-0,2.3,befriedigend,362178.558,5646423.691,50.95292985459885,7.03778682628378
5008653-0,2.5,ausreichend,362288.188,5646491.092,50.953561813311964,7.039321192882034
5008656-A1,2.3,befriedigend,362601.254,5646417.785,50.95297770049467,7.0438033727572265
5008656-A2,2.3,befriedigend,362601.254,5646417.785,50.95297770049467,7.0438033727572265
5008659-2,2.4,befriedigend,363022.317,5646331.091,50.95229877755032,7.049827102427176
5008662-0,2.7,ausreichend,363172.213,5646292.804,50.951990283227715,7.051974265453511
5008663-1,2.9,ausreichend,363546.919,5646229.825,50.95151309921557,7.057329299117157
5008663-2,2.9,ausreichend,363530.778,5646199.523,50.951236941469155,7.0571110007538636
5008663-3,3.0,nicht ausreichend,363522.153,5646201.587,50.95125344924356,7.056987509894522
5008669-0,2.6,ausreichend,365385.784,5646073.486,50.950540410655975,7.083551097276564
5008670-0,2.3,befriedigend,365823.169,5646104.743,50.95092332007172,7.089762747043851
5008672-0,2.4,befriedigend,366392.313,5645782.345,50.94815794199844,7.097979004833883
5008675-2,3.1,nicht ausreichend,367782.62,5645649.604,50.947285477725124,7.117807944112349
5008675-3,3.1,nicht ausreichend,367782.62,5645649.604,50.947285477725124,7.117807944112349
5008676-3,2.8,ausreichend,368500.366,5645928.237,50.94995394781793,7.127919007430011
5008676-4,2.8,ausreichend,368500.366,5645928.237,50.94995394781793,7.127919007430011
5008678-3,2.1,befriedigend,370137.271,5646052.148,50.95143877101112,7.151165384122159
5008679-3,2.2,befriedigend,370499.911,5646236.14,50.953174069256065,7.156259918580819
5008681-B,2.8,ausreichend,362193.213,5645881.503,50.9480605526859,7.038200558293244
5008712-1,3.0,nicht ausreichend,360516.096,5651251.452,50.9959176225141,7.012280860890232
5008712-2,3.0,nicht ausreichend,360516.096,5651251.452,50.9959176225141,7.012280860890232
5008734-0,2.5,ausreichend,361976.58,5646896.966,50.95713497275406,7.034733541614585
5008735-B,2.1,befriedigend,362085.402,5646750.951,50.955848749401966,7.036337373631535
5008737-3,2.5,ausreichend,362090.097,5646373.982,50.95246194492183,7.036546996912467
5008737-4,2.5,ausreichend,362090.097,5646373.982,50.95246194492183,7.036546996912467
5008740-B,2.4,befriedigend,362249.052,5645971.428,50.948882082768066,7.038960958760681
5008742-0,2.4,befriedigend,362194.66,5645874.609,50.947998940133616,7.038223753620325
5008748-2,2.2,befriedigend,363307.037,5643714.912,50.928853721081296,7.054859853411439
5008748-3,2.4,befriedigend,363334.221,5643672.575,50.928479661638164,7.055262315173104
5008748-4,2.5,ausreichend,363334.221,5643672.575,50.928479661638164,7.055262315173104
5008748-5,2.2,befriedigend,363307.037,5643714.912,50.928853721081296,7.054859853411439
5008750-1,2.9,ausreichend,363509.682,5643397.762,50.92605133971522,7.0578604546124595
5008750-2,2.9,ausreichend,363509.682,5643397.762,50.92605133971522,7.0578604546124595
5008750-3,2.9,ausreichend,363509.682,5643397.762,50.92605133971522,7.0578604546124595
5008751-0,2.8,ausreichend,363684.297,5643154.793,50.92390895285055,7.060434387492796
5008752-0,2.5,ausreichend,364575.629,5642669.083,50.91975353214623,7.073289363232252
5008754-2,2.5,ausreichend,365070.918,5642566.529,50.91894785131183,7.08036964509814
5008754-3,3.0,nicht ausreichend,365070.918,5642566.529,50.91894785131183,7.08036964509814
5008754-4,3.0,nicht ausreichend,365070.918,5642566.529,50.91894785131183,7.08036964509814
5008754-5,2.4,befriedigend,365070.918,5642566.529,50.91894785131183,7.08036964509814
5008756-2,2.5,ausreichend,365186.711,5642566.491,50.91897457434893,7.0820160541242165
5008756-3,3.2,nicht ausreichend,365186.711,5642566.491,50.91897457434893,7.0820160541242165
5008756-4,3.0,nicht ausreichend,365186.711,5642566.491,50.91897457434893,7.0820160541242165
5008756-5,2.5,ausreichend,365186.711,5642566.491,50.91897457434893,7.0820160541242165
5008761-0,2.7,ausreichend,365804.797,5642497.089,50.91849488911066,7.090829844932462
5008764-0,2.8,ausreichend,366336.21,5642285.544,50.91671693203638,7.098463215007149
5008767-1,2.7,ausreichend,366872.94,5642029.076,50.91453594039604,7.106188000969498
5008767-2,2.7,ausreichend,366872.94,5642029.076,50.91453594039604,7.106188000969498
5008767-3,2.5,ausreichend,366882.528,5642000.705,50.91428316152,7.106334667958073
5008769-1,2.7,ausreichend,367263.649,5641610.8,50.91086657583995,7.111895001900092
5008769-4,2.1,befriedigend,367263.649,5641610.8,50.91086657583995,7.111895001900092
5008770-2,2.6,ausreichend,368460.081,5640899.436,50.90474684988903,7.129160257751024
5008770-3,2.6,ausreichend,368460.081,5640899.436,50.90474684988903,7.129160257751024
5008771-3,2.5,ausreichend,369397.815,5640470.962,50.901108658137375,7.142643038296777
5008776-0,2.2,befriedigend,363515.551,5646020.333,50.94962288358537,7.056961521163528
5008783-B,2.8,ausreichend,361977.453,5646789.192,50.956166587544125,7.034786834034962
5008800-1,3.3,nicht ausreichend,363575.201,5643379.387,50.925901693221086,7.058799036769918
5008800-2,2.5,ausreichend,363596.241,5643370.044,50.92582269867119,7.059101728553477
5008802-0,2.3,befriedigend,363669.708,5643055.722,50.92301510895593,7.060263974191047
5008803-0,2.7,ausreichend,363868.884,5642987.749,50.92245123300002,7.063121534119146
5008804-0,2.5,ausreichend,363703.555,5643010.531,50.922616953328465,7.060762151860266
5008806-1,2.5,ausreichend,363943.587,5642521.472,50.918278195713,7.064357704812505
